Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
792593;-449269482;-442556467;-9246971;872064;22904392;73784874
792594;315807308;311530393;-9220445;879138;22922406;33354376
792595;-45342327;-48559744;-9242764;878139;22907178;70208234
792596;-289844966;-283627669;-9244070;868330;22891456;37182566
792597;423850197;415418978;-9238830;860394;22902980;66180889
792598;-360363810;-357089309;-9236552;851938;22898521;41386491
792599;56345962;57405909;-9254365;831607;22879138;61855509
792600;239802692;232337902;-9235643;871027;22928550;45824947
792601;-441327108;-434285009;-9241902;864337;22904162;57311415
792602;357119351;351787353;-9224435;867601;22923131;50437555
792603;-112846984;-114829137;-9237640;874376;22916364;52639769
792604;-233958920;-228376695;-9222664;861602;22921595;55115537
792605;410630984;401947963;-9251882;832721;22897437;47969489
792606;-397319970;-393020599;-9251822;861307;22920716;59771699
792607;122824921;122667421;-9241565;853098;22906449;43410009
792608;180888384;174184580;-9245977;871005;22908407;64201715
792609;-422959509;-415758045;-9251865;852078;22894698;39081006
792610;389485883;383206438;-9231470;866807;22907771;68342263
792611;-177836718;-178574404;-9257860;864554;22903607;35083443
792612;-172565691;-167815650;-9243076;859340;22892309;72141179
792613;387166178;378453273;-9261465;842432;22884526;31511069
792614;-424923012;-419721996;-9239641;864802;22902784;75495936
792615;185969224;184577152;-9261730;855283;22873608;28467665
792616;117367833;111551722;-9274837;847308;22873864;78243298
792617;-394531443;-387393651;-9241314;866777;22883131;26016452
792618;412106709;404993868;-9246459;849621;22881928;80378496
792619;-238783530;-238277346;-9269290;862007;22881352;24207022
792620;-107301102;-103513873;-9245290;869602;22884518;81863458
792621;354039449;345470626;-9266466;875699;22887970;23069619
792622;-442448819;-436480797;-9257156;870310;22887492;82622088
792623;244429960;241815654;-9238037;850035;22892544;22674598
792624;50670318;45889015;-9262195;855680;22891707;82666397
792625;-356901252;-349994355;-9270054;830276;22871970;23031492
792626;424407735;416619178;-9243379;864524;22882841;81972480
792627;-294223436;-292528285;-9273309;839210;22858423;24062566
792628;-39705096;-36981465;-9243153;845572;22864593;80554931
792629;312003891;303778999;-9290726;840277;22869657;25809297
792630;-449472213;-442935086;-9216503;883784;22905698;78510353
792631;296644245;292835383;-9261346;834048;22854297;28220548
792632;-17475259;-21148270;-9245252;859447;22887142;75797081
792633;-310768298;-304283332;-9246950;843861;22867421;31233228
792634;426136563;417844279;-9252556;859238;22860437;72509120
792635;-342858240;-340005521;-9245998;855526;22877397;34744571
792636;28613883;30175257;-9218321;848285;22860484;68768068
792637;262060424;254351296;-9252445;853021;22867660;38694323
792638;-445877905;-438923763;-9249672;844398;22858414;64644731
792639;341317427;336406848;-9240985;859686;22885606;42985710
792640;-85505211;-88000281;-9259379;847185;22874094;60202581
792641;-257439027;-251566762;-9234867;850824;22876718;47537011
792642;417286203;408674090;-9254050;826244;22860569;55570176
792643;-383355648;-379444424;-9239338;848396;22872396;52190020
792644;95964505;96311680;-9238434;828215;22850666;50900957
792645;205510933;198465408;-9235810;845248;22900091;56859562
792646;-431658568;-424517226;-9223270;846967;22881446;46277124
792647;377450709;371525640;-9210295;854003;22909341;61413149
792648;-151701960;-152961676;-9276923;820612;22842308;41795541
792649;-198137250;-193052019;-9201075;859827;22879778;65797922
792650;397964595;389218167;-9258457;827033;22835144;37571076
792651;-414839936;-410014464;-9225433;862438;22874641;69845657
792652;160728793;159811840;-9256729;808908;22828825;33691357
792653;143675178;137459238;-9225100;867652;22885286;73445627
792654;-407289224;-400130594;-9236083;832597;22845905;30355950
792655;404124330;397310417;-9231594;837683;22849642;76567991
792656;-214509742;-214534745;-9245576;842474;22848055;27501115
792657;-134251063;-130078438;-9214609;842897;22868885;79117674
792658;368695530;360031330;-9236411;820266;22832520;25262220
792659;-436517922;-430869440;-9215739;840076;22852104;81031492
792660;221320738;219178073;-9208832;852812;22869636;23708646
792661;78118583;72870694;-9260458;828027;22841996;82241032
792662;-373307093;-366300411;-9225463;845188;22851443;22847957
792663;420667694;413119227;-9237678;834282;22842811;82719441
792664;-272362171;-271156403;-9249489;833591;22844347;22747251
792665;-67387694;-64223308;-9218094;841083;22848482;82498990
792666;330172138;321765994;-9247782;828872;22835767;23324842
792667;-447865459;-441564206;-9226611;843008;22858124;81540475
792668;276217292;272879206;-9217075;862886;22866538;24626922
792669;10358506;6215735;-9278020;829427;22858542;79881173
792670;-330553164;-323886980;-9225314;856981;22878050;26636288
792671;426724608;418624951;-9248674;836693;22863650;77534963
792672;-323906487;-321516936;-9262276;835968;22871082;29251421
792673;852488;2898534;-9210240;851626;22886941;74613794
792674;283337971;275386350;-9238199;837354;22891857;32446276
792675;-448599176;-441803434;-9256750;829205;22862318;71170615
792676;324096268;319607057;-9250858;826090;22868923;36129220
792677;-57963528;-60947251;-9242406;849028;22879799;67250368
792678;-279989785;-273858581;-9228851;834939;22885350;40254293
792679;422151522;413634777;-9239893;847249;22875584;63003648
792680;-367897297;-364419622;-9261158;837124;22868522;44657075
792681;68797824;69630993;-9223394;845482;22857975;58485580
792682;229336375;222015577;-9233318;850739;22868974;49247500
792683;-438697403;-431610355;-9238617;826862;22841523;53871965
792684;363849954;358312674;-9230139;842086;22859409;53899886
792685;-125019968;-126783321;-9263078;841070;22846357;49181713
792686;-222909845;-217488665;-9232729;858129;22888832;58575479
792687;407062600;398353395;-9256883;847560;22854937;44581811
792688;-403134114;-398690248;-9251409;854429;22862310;63087086
792689;134777497;134371234;-9231833;865335;22859464;40181081
792690;169467562;162909474;-9254050;853602;22852420;67338611
792691;-418396215;-411223628;-9238775;852241;22834065;36118429
792692;394422485;387949939;-9238557;846404;22838267;71217305
792693;-189389333;-189936183;-9251084;843332;22834624;32425911
792694;-160762252;-156192665;-9234752;844526;22842333;74685572
792695;381780795;373056806;-9260693;839782;22863342;29218286
792696;-428931690;-423602069;-9231552;868061;22889984;77602184
792697;197235925;195613947;-9226764;850325;22867797;26603310
792698;105240145;99610389;-9237896;845141;22877896;79915417
792699;-388261260;-381170999;-9221998;846869;22864200;24639035
792700;415203997;407924288;-9268864;837841;22850781;81563144
792701;-249465429;-248749550;-9261853;846468;22852194;23321600
792702;-94898022;-91305646;-9229781;882124;22851963;82497143
792703;346896183;338383825;-9267153;851528;22838980;22712460
792704;-444537531;-438489591;-9276706;850350;22858850;82747537
792705;254632797;251777757;-9225092;891993;22873553;22867012
792706;38169689;33582754;-9278101;855014;22834854;82245542
792707;-348923229;-342085973;-9222813;885687;22876770;23750720
792708;425573794;417680785;-9258564;860633;22843805;81004940
792709;-303752610;-301840187;-9263219;870293;22873544;25304465
792710;-27039620;-24530798;-9252770;871283;22845218;79092488
792711;303328106;295174651;-9287351;840439;22833911;27540334
792712;-449583936;-442962521;-9250257;876198;22856435;76548940
792713;305507618;301486250;-9253555;872793;22866022;30376674
792714;-30120247;-33572608;-9254186;873937;22870037;73427404
792715;-301430075;-295066265;-9282551;841028;22845849;33781154
792716;425318280;416960768;-9250154;891136;22894318;69779357
792717;-350977591;-347918673;-9268206;868070;22860727;37639863
792718;41195545;42536392;-9279530;837892;22838758;65737092
792719;252058363;244472012;-9269422;871330;22854788;41824712
792720;-444020535;-437034009;-9250082;860292;22839965;61366673
792721;348660774;343547242;-9248401;867592;22856072;46297275
792722;-97962862;-100214506;-9262267;875605;22865608;56800085
792723;-246874790;-241130436;-9244616;852701;22864051;50973858
792724;414481245;405854041;-9271099;842137;22827161;52106205
792725;-389890777;-385791795;-9260983;871697;22867191;55652151
792726;108228121;108363246;-9244646;876386;22865425;47445657
792727;194417736;187559027;-9291592;840994;22846276;60227131
792728;-427934062;-420754760;-9245512;861179;22881152;42946231
792729;383139187;377051831;-9246455;868808;22888046;64690065
792730;-163612283;-164631918;-9273698;863436;22863104;38658803
792731;-186542954;-181604206;-9227596;876356;22862963;68836808
792732;393324117;384596727;-9257446;877034;22852620;34692962
792733;-419585241;-414578807;-9252727;851648;22846007;72567283
792734;172312089;171187182;-9229341;869521;22862263;31144618
792735;131806250;125783334;-9276164;855709;22860864;75807138
792736;-401741149;-394567078;-9232716;868791;22873066;28152768
792737;407956893;401026713;-9248802;850423;22872494;78486370
792738;-225580893;-225361314;-9271995;828398;22843383;25776384
792739;-122040738;-118009442;-9218854;858564;22863500;80573346
792740;362260680;353657459;-9256657;853499;22855650;24036782
792741;-439458039;-433641736;-9248298;862685;22854801;81973636
792742;231907955;229571468;-9230677;872554;22848238;22962184
792743;65751048;60716288;-9262762;870967;22837158;82645666
792744;-365999974;-359040209;-9224618;872994;22861632;22670997
792745;422572049;414936213;-9259835;827042;22823790;82592311
792746;-282406404;-280970269;-9224396;901068;22882542;23075699
792747;-54808524;-51826065;-9224857;886950;22848298;81828151
792748;322097429;313777740;-9252561;876330;22842427;24191031
792749;-448807112;-442392763;-9243345;876057;22846860;80354419
792750;285614668;282070830;-9226073;871377;22847099;26006818
792751;-2275758;-6189248;-9252437;857570;22862280;78188360
792752;-321709764;-315122218;-9209203;895210;22880789;28490158
792753;426676377;418502843;-9245376;862929;22856089;75411016
792754;-332685175;-330068087;-9262762;858363;22832072;31545770
792755;13471180;15295731;-9207274;886766;22850606;72082210
792756;273872285;266015125;-9262528;868689;22851127;35121937
792757;-447560524;-440693875;-9249604;869755;22845998;68321740
792758;332076070;327407825;-9244317;882129;22877277;39104755
792759;-70475148;-73212023;-9267942;872042;22868288;64117303
792760;-269878604;-263855330;-9210606;896405;22887061;43448896
792761;420147379;411628876;-9253465;873941;22851140;59661981
792762;-375096098;-371401186;-9272025;868992;22838105;48035443
792763;81172164;81804505;-9217984;914218;22873190;55064128
792764;218646097;211455441;-9264567;879948;22856593;52683447
792765;-435718690;-428606976;-9256682;861504;22832226;50389546
792766;370234688;364513058;-9237670;875357;22864345;57353237
792767;-137192153;-138728332;-9263607;874150;22843515;45777685
792768;-211789482;-206497258;-9226688;896174;22875468;61911385
792769;403139827;394437649;-9267942;870263;22847850;41302762
792770;-408666798;-404009194;-9247534;892096;22874376;66256140
792771;146654233;146039995;-9237674;865591;22851097;37116966
792772;157872401;151488038;-9249578;885559;22875353;70250756
792773;-413575756;-406392750;-9230609;873203;22868646;33339268
792774;399022967;392411810;-9237832;893260;22892305;73813448
792775;-200909081;-201202692;-9233698;895402;22876932;30014754
792776;-148789282;-144394811;-9244706;874158;22859840;76881190
792777;376028979;367351176;-9251464;884851;22881638;27210551
792778;-432581806;-427080520;-9256797;880328;22882662;79371788
792779;208277034;206430519;-9244548;876573;22859426;25065036
792780;92961664;87532266;-9284770;865425;22869508;81196416
792781;-381668518;-374589888;-9235383;872396;22881779;23595950
792782;417893789;410501120;-9257988;858828;22853286;82317286
792783;-260016708;-259076526;-9242722;885213;22875191;22790749
792784;-82448072;-79053973;-9247560;866965;22855880;82728102
792785;339484974;331011878;-9276364;866833;22856750;22752068
792786;-446291643;-440103808;-9256938;869363;22857634;82434338
792787;264503594;261439552;-9240593;863547;22874005;23443899
792788;25536473;21145070;-9254417;865476;22886058;81396846
792789;-340731592;-333978176;-9257843;850683;22864089;24830954
792790;426331848;418341627;-9214498;889361;22907635;79648051
792791;-313064861;-310916718;-9284514;845085;22845533;26894033
792792;-14390178;-12103854;-9221222;896576;22899545;77249164
792793;294411315;286330474;-9253666;871146;22886502;29581725
792794;-449376908;-442680917;-9248780;878442;22877026;74289369
792795;314113642;309882060;-9243613;871671;22876241;32830771
792796;-42753706;-45992046;-9259123;873245;22873467;70781789
792797;-291809412;-285530112;-9249045;871816;22862144;36596458
792798;424130487;415680456;-9246003;882257;22851613;66812706
792799;-358833002;-355590801;-9257907;865595;22847449;40726562
792800;53729536;54852488;-9225331;883118;22852326;62518600
792801;241878417;234406178;-9251827;874594;22856823;45132497
792802;-441842389;-434789516;-9218683;900437;22888260;57999470
792803;355753476;350467810;-9255424;858005;22854852;49735569
792804;-110295769;-112331797;-9261981;871978;22875968;53321979
792805;-236120128;-230521390;-9218483;890756;22887488;54416328
792806;411281262;402626688;-9245371;874368;22857100;48619148
792807;-396126476;-391847377;-9239304;871927;22884078;59049570
792808;120336290;120222357;-9240371;869316;22847974;44080686
792809;183225753;176497740;-9243008;893235;22873762;63554722
792810;-423804787;-416640366;-9273331;835400;22813559;39739229
792811;388462097;382179332;-9238131;883541;22871564;67769463
792812;-175407705;-176220893;-9250918;883835;22865651;35688593
792813;-174985190;-170209024;-9236932;876659;22869559;71649792
792814;388233860;379512000;-9273587;862067;22848947;32049173
792815;-424053448;-418881164;-9246801;873352;22862963;75048486
792816;183709879;182346056;-9212919;885666;22871138;28896422
792817;119818790;113964851;-9263662;866274;22858427;77875750
792818;-395822647;-388680098;-9254084;859089;22840968;26368430
792819;411416546;404331835;-9215214;903927;22892117;80124232
792820;-236579477;-236146444;-9274926;866321;22848213;24463641
792821;-109837397;-106019494;-9222118;883793;22852693;81696256
792822;355456469;346866636;-9257920;864512;22839031;23213166
792823;-441989495;-436058734;-9224780;886011;22862297;82583287
792824;242281681;239717196;-9237367;842368;22843558;22691357
792825;53167014;48364014;-9252753;859400;22857190;82699750
792826;-358502656;-351571959;-9230668;865992;22876313;22911505
792827;424113843;416364078;-9230771;865335;22863313;82102254
792828;-292244522;-290583901;-9239138;878929;22872064;23861273
792829;-42249088;-39484480;-9221213;875537;22864904;80798805
792830;313756326;305512499;-9252172;874803;22869486;25481484
792831;-449394048;-442884467;-9243426;860288;22837120;78822139
792832;294790562;291029683;-9226926;876642;22867656;27781687
792833;-14907409;-18630677;-9259630;860676;22839692;76210444
792834;-312648614;-306162069;-9211648;871812;22875588;30714368
792835;426281326;418018944;-9235814;871645;22874645;73011942
792836;-341134941;-338336430;-9257621;853853;22858432;34179699
792837;26073774;27675844;-9203264;892019;22884467;69332714
792838;264132740;256379345;-9254954;847748;22861094;38051127
792839;-446190570;-439272025;-9244663;853017;22863291;65259080
792840;339785655;334921608;-9225510;866790;22839274;42307114
792841;-82985847;-85515238;-9238126;872580;22863744;60882022
792842;-259575436;-253678336;-9237969;853606;22876313;46831616
792843;417782468;409185412;-9246818;858624;22863859;56285422
792844;-382000750;-378151453;-9240563;885555;22889433;51507481
792845;93442781;93861478;-9231377;864285;22866862;51612872
792846;207741307;200693034;-9281446;841847;22871257;56161369
792847;-432472533;-425295846;-9264106;868130;22860386;46985681
792848;376198135;370327573;-9243886;866939;22875349;60737873
792849;-149310310;-150592490;-9260317;874372;22881130;42445913
792850;-200492889;-195342254;-9263287;852501;22859302;65131110
792851;398861525;390154542;-9257813;872938;22866961;38179874
792852;-413819537;-408993702;-9244757;888640;22906568;69264452
792853;158429486;157580100;-9243473;866811;22875362;34290679
792854;146130496;139920221;-9263603;866248;22876300;72958459
792855;-408397474;-401202811;-9266453;866001;22850013;30838459
792856;403260010;396502114;-9256264;863731;22836740;76144563
792857;-212222574;-212288439;-9277815;861913;22826965;27897318
792858;-136776708;-132529902;-9241211;869960;22855133;78770564
792859;369939157;361286698;-9253085;878528;22839074;25556113
792860;-435922615;-430273966;-9257885;857122;22828590;80812599
792861;219101060;217042056;-9245128;859848;22829397;23917401
792862;80621717;75390114;-9266530;864064;22845448;82118417
792863;-374744358;-367710054;-9218359;866218;22844676;22942732
792864;420251084;412759611;-9246498;853964;22835537;82688051
792865;-270295697;-269117512;-9241049;866035;22846280;22718084
792866;-69963733;-66748036;-9229188;866107;22848631;82574161
792867;331779396;323377326;-9265288;857625;22834862;23198374
792868;-447668070;-441345582;-9239889;858385;22842167;81758306
792869;274246370;270984605;-9231726;872810;22853495;24390929
792870;12926033;8773870;-9244979;870186;22861533;80180322
792871;-332286711;-325571575;-9249928;856025;22860189;26296900
792872;426725282;418651118;-9251268;859238;22859690;77945143
792873;-322100748;-319729898;-9265510;853939;22857258;28833604
792874;-1768251;350109;-9223176;877952;22885550;75107315
792875;285202585;277266052;-9258073;861661;22869090;31941166
792876;-448812893;-442008678;-9242722;861107;22857621;71736384
792877;322413047;317998660;-9241386;863291;22854327;35548091
792878;-55331763;-58347848;-9245546;879910;22860083;67897019
792879;-282009659;-275852612;-9234824;864746;22854378;39606353
792880;422560900;414068185;-9235686;864576;22857143;63656443
792881;-366349713;-362909700;-9240810;857582;22857075;43978026
792882;66277708;67168541;-9232776;854690;22851822;59201224
792883;231493145;224146116;-9257612;864729;22888725;48531942
792884;-439296345;-432201228;-9226333;864738;22861623;54570722
792885;362483784;356989930;-9239291;848422;22855069;53197226
792886;-122550502;-124348535;-9253354;854621;22857838;49873463
792887;-225201902;-219725277;-9211076;875025;22885751;57840490
792888;407827942;399133316;-9241318;861674;22864170;45228070
792889;-402014809;-397552785;-9241681;886984;22870946;62394444
792890;132326702;131998161;-9246459;849877;22849689;40795473
792891;171783360;165226739;-9238515;870267;22871342;66678378
792892;-419405299;-412201083;-9234154;868753;22856068;36677576
792893;393440426;387036548;-9241702;861866;22843895;70629358
792894;-187024742;-187582297;-9283025;843609;22826133;32927163
792895;-163158088;-158537041;-9233109;879786;22868701;74157307
792896;382918178;374218615;-9221917;894301;22871210;29649706
792897;-428165824;-422815884;-9267067;860253;22851020;77182139
792898;194924096;193345207;-9219208;879876;22875374;26906918
792899;107679637;102024349;-9259379;845166;22846617;79560102
792900;-389575202;-382454353;-9215347;886519;22875037;24871893
792901;414605312;407380898;-9238391;851814;22861964;81344819
792902;-247274645;-246607449;-9240840;864388;22835733;23472196
792903;-97431445;-93787831;-9235626;865220;22850611;82403660
792904;348421674;339902348;-9246340;867076;22854045;22763306
792905;-444116689;-438069905;-9223735;888021;22881591;82759236
792906;252547788;249751219;-9241169;864157;22838540;22783825
792907;40696456;36079155;-9252070;883400;22877602;82359138
792908;-350590272;-343729169;-9226726;888938;22886233;23568759
792909;425354717;417512550;-9244437;863253;22865681;81231953
792910;-301860812;-299958225;-9250952;879202;22869542;25048849
792911;-29640981;-27057860;-9223982;884253;22867485;79431701
792912;305127364;296974933;-9258675;863569;22872678;27173363
792913;-449600618;-442977459;-9253525;874112;22866700;76981205
792914;303684317;299729348;-9239901;885452;22885418;29906666
792915;-27559010;-31048149;-9259165;869162;22865800;73925794
792916;-303362082;-296949371;-9235118;877435;22893802;33238493
792917;425526579;417201945;-9254267;866274;22873945;70366400
792918;-349283285;-346265860;-9252373;876881;22888439;37047061
792919;38686199;40083848;-9224874;872140;22881625;66366165
792920;254149201;246521224;-9245824;874184;22889437;41170018
792921;-444441749;-437456324;-9254003;861111;22873053;62041958
792922;347189124;342135645;-9247146;861440;22863577;45614993
792923;-95411080;-97720076;-9249501;890794;22876241;57497715
792924;-249094199;-243328768;-9226978;880704;22884445;50257233
792925;415078685;406455893;-9250210;867187;22858969;52816238
792926;-388562244;-384504465;-9244919;871744;22875592;54945668
792927;105767232;105938146;-9223078;899345;22884650;48134656
792928;196723613;189827537;-9249890;874308;22873996;59538282
792929;-428735765;-421536482;-9244701;862818;22859908;43599872
792930;381918071;375895052;-9229218;874926;22883191;63995805
792931;-161258124;-162290308;-9275409;852279;22851477;39265890
792932;-188996979;-183984209;-9202402;887697;22904200;68202001
792933;394246476;385538628;-9261312;866653;22878476;35228787
792934;-418695197;-413700983;-9249292;862071;22882483;72027686
792935;169936618;168899366;-9219737;874419;22901154;31655803
792936;134246481;128216793;-9245952;864004;22880960;75358976
792937;-402904196;-395704930;-9235366;877469;22872810;28609036
792938;407165934;400279483;-9239321;862523;22861589;78150574
792939;-223397802;-223205239;-9237661;882530;22888311;26112384
792940;-124612356;-120528115;-9230301;864742;22866205;80316441
792941;363571579;354971421;-9260339;860061;22849604;24252501
792942;-438863176;-433078869;-9244198;882717;22857728;81814182
792943;229792473;227496298;-9225536;891029;22871244;23108258
792944;68252791;63209920;-9237636;884761;22883093;82603033
792945;-367533994;-360539357;-9237184;859161;22839176;22697753
792946;422195942;414585399;-9236778;877269;22856772;82660770
792947;-280437196;-279009467;-9236317;888302;22879577;22989440
792948;-57445397;-54421405;-9238882;863739;22849749;82016324
792949;323747848;315435801;-9231709;884403;22881147;24005047
792950;-448695291;-442268262;-9244684;871014;22871278;80646600
792951;283694988;280224708;-9243622;867746;22846848;25695185
792952;320465;-3633164;-9237738;892949;22865873;78573760
792953;-323571387;-316953766;-9208887;890449;22864746;28078229
792954;426730700;418570265;-9243306;873066;22843174;75855769
792955;-330905053;-328354530;-9231556;910259;22881109;31049211
792956;10887577;12757666;-9213858;891908;22861875;72629435
792957;275788787;267923818;-9238370;872123;22865194;34559688
792958;-447867140;-440980509;-9226973;862749;22862126;68934054
792959;330469192;325849779;-9251579;850679;22838408;38513591
792960;-67875080;-70662826;-9256149;877947;22854468;64818103
792961;-271947596;-265878442;-9217045;892684;22869533;42804262
792962;420600025;412077461;-9225501;886476;22869491;60362069
792963;-373647517;-369986538;-9241258;878745;22883387;47341491
792964;78647479;79329629;-9226747;868407;22874496;55766092
792965;220816985;213616448;-9233762;887313;22897024;51968422
792966;-436433314;-429283114;-9238169;878843;22882026;51080256
792967;368878216;363240674;-9221964;895249;22886617;56643848
792968;-134763498;-136326071;-9251246;867724;22858461;46472883
792969;-214096448;-208752832;-9254011;864960;22854276;61226163
792970;403961254;395269218;-9256686;867191;22870071;41950438
792971;-407568750;-402934677;-9223560;896059;22925043;65621004
792972;144214144;143672750;-9233932;871453;22888230;37728426
792973;160212262;153818500;-9248844;859524;22892484;69669000
792974;-414625403;-407418884;-9258636;852586;22884177;33873501
792975;398122670;391566754;-9216038;886272;22902604;73270451
792976;-198573580;-198875545;-9250973;854254;22888605;30440174
792977;-151271010;-146803460;-9221644;877589;22898568;76409856
792978;377185531;368538043;-9240524;864307;22878246;27559095
792979;-431872921;-426395648;-9256802;865326;22891357;78998340
792980;206011037;204225075;-9222421;866555;22875933;25318092
792981;95450833;89977446;-9272951;872644;22872520;80933051
792982;-383058965;-375972087;-9223641;885917;22895091;23748501
792983;417357440;410020974;-9212535;888029;22891191;82181482
792984;-257833932;-256924509;-9248059;864183;22874240;22901853
792985;-84987281;-81536985;-9243315;857881;22861461;82738649
792986;341046101;332565896;-9235451;887833;22880512;22708245
792987;-445942088;-439775701;-9220838;887982;22898542;82542557
792988;262514048;259516509;-9208904;883656;22869265;23285457
792989;28139204;23750152;-9256213;864695;22854088;81619144
792990;-342445128;-335637960;-9220386;866461;22845538;24590109
792991;426183790;418236902;-9244868;857868;22842965;79957064
792992;-311162743;-309045508;-9248601;872358;22847726;26568486
792993;-16975688;-14593045;-9210564;887624;22872349;77673885
792994;296240729;288194470;-9252966;859059;22851178;29151910
792995;-449492330;-442769331;-9231040;855893;22840938;74784537
792996;312316876;308178094;-9241915;871799;22845614;32298483
792997;-40207552;-43469482;-9229337;896298;22868727;71317973
792998;-293833497;-287500906;-9249301;845376;22822195;35985109
792999;424361429;415992797;-9234670;872622;22855820;67424354
793000;-357243029;-353995507;-9255172;855936;22843438;40083097
793001;51187737;52388582;-9228326;861892;22846037;63185736
793002;243981896;236520512;-9252757;852339;22849757;44429678
793003;-442364812;-435291289;-9228876;869184;22854920;58667758
793004;354281868;349060390;-9229875;851528;22865975;49020390
793005;-107783833;-109834291;-9239445;861815;22869124;54049186
793006;-238376460;-232713937;-9235703;871692;22884083;53713203
793007;411961621;403322355;-9244480;857548;22850214;49356851
793008;-394919825;-390634103;-9256716;850577;22883089;58375394
793009;117861529;117843443;-9244616;854617;22835370;44767372
793010;185505083;178792294;-9229981;870310;22864925;62879360
793011;-424710536;-417480512;-9222498;851059;22838331;40369425
793012;387348539;381191671;-9233484;859558;22864196;67149098
793013;-173034969;-173823650;-9274909;846481;22842286;36276740
793014;-177408435;-172530901;-9208145;884488;22905032;71064000
793015;389236881;380561429;-9246980;873143;22874295;32561975
793016;-423224721;-418048273;-9256247;852467;22866666;74556919
793017;181343965;180107268;-9245201;841045;22859818;29343197
793018;122216558;116411157;-9266619;844134;22845568;77474918
793019;-397095377;-389898653;-9205175;889659;22890679;26699144
793020;410681706;403666026;-9261465;836036;22833032;79808588
793021;-234376827;-233943829;-9238638;865160;22868795;24688955
793022;-112376439;-108472405;-9247449;861158;22860966;81502208
793023;356802781;348249732;-9246788;873629;22869376;23342557
793024;-441503163;-435579592;-9288324;842048;22844194;82491357
793025;240208981;237710702;-9254587;862280;22867131;22732885
793026;55791645;50938973;-9246728;872768;22890564;82737527
793027;-360036761;-353094843;-9230707;869166;22868808;22844006
793028;423849719;416127214;-9255236;850376;22864597;82239236
793029;-290245858;-288607628;-9254519;872733;22878003;23680294
793030;-44802432;-41983406;-9248490;847735;22855428;81050875
793031;315462139;307220876;-9257898;865173;22894984;25207590
793032;-449328328;-442814587;-9243208;863334;22887590;79200123
793033;292907605;289227187;-9212108;879573;22908808;27418931
793034;-12340262;-16075997;-9257472;862954;22887837;76664149
793035;-314511859;-307991052;-9230370;875754;22897514;30254225
793036;426423543;418186414;-9274632;846741;22856106;73549073
793037;-339393245;-336618760;-9237977;895987;22908501;33629568
793038;23535086;25197742;-9240055;852185;22850700;69932497
793039;266118186;258374856;-9242944;874747;22911884;37458483
793040;-446509184;-439585851;-9253742;848955;22876168;65929382
793041;338241369;333424473;-9214532;885444;22906043;41644458
793042;-80400396;-82953536;-9259174;868821;22888721;61552426
793043;-261694404;-255760226;-9245828;854681;22888601;46115690
793044;418313425;409759863;-9266999;855620;22892569;56972074
793045;-380569437;-376745954;-9241139;862378;22914926;50776968
793046;90995374;91454890;-9236224;851528;22888435;52298820
793047;210013836;202941708;-9271880;854967;22901312;55452620
793048;-433135705;-425965218;-9246715;858449;22898329;47665420
793049;375046045;369222161;-9248085;853265;22886609;60062165
793050;-146793745;-148144964;-9256819;867067;22887415;43111850
793051;-202769284;-197600964;-9240072;834577;22887253;64491959
793052;399763626;391049894;-9267161;836608;22884074;38796889
793053;-412818948;-408019554;-9219618;880204;22928947;68667814
793054;155971814;155199227;-9259110;849506;22870583;34831735
793055;148542097;142329557;-9243976;867716;22902126;72409506
793056;-409447445;-402235046;-9232085;873890;22863044;31323089
793057;402469811;395753996;-9237986;859323;22835195;75682961
793058;-209901222;-209996535;-9244774;868761;22827336;28302762
793059;-139228151;-134944085;-9263428;849275;22828731;78404992
793060;371211622;362550562;-9266649;861555;22823982;25855406
793061;-435287266;-429685000;-9243699;871543;22840426;80516889
793062;216851656;214841932;-9231479;865429;22831876;24082670
793063;83145011;77887018;-9290304;840213;22852036;81934182
793064;-376208332;-369155707;-9232473;880315;22896456;23040605
793065;419761058;412295995;-9266312;854860;22841915;82642414
793066;-268219891;-267092014;-9269900;852484;22831552;22660838
793067;-72535005;-69268817;-9218077;862361;22856076;82611366
793068;333366946;324948518;-9268829;846472;22814400;23026717
793069;-447385531;-441129326;-9242726;855543;22802257;81888204
793070;272294946;269061546;-9239441;883238;22823560;24140206
793071;15523161;11315566;-9274457;860458;22801079;80434022
793072;-334051950;-327346013;-9247168;856000;22811669;25936874
793073;426670233;418592106;-9266935;835477;22793024;78291716
793074;-320263598;-317965764;-9253499;873058;22838336;28388326
793075;-4308603;-2195170;-9263389;856985;22833945;75572582
793076;287083780;279092262;-9288187;832546;22836480;31433143
793077;-448945284;-442189384;-9254233;849685;22835622;72280738
793078;320756680;316370427;-9252817;854080;22839052;34976610
793079;-52789661;-55854033;-9256699;871513;22833224;68508194
793080;-284043537;-277874828;-9244544;852757;22845666;38999466
793081;422898372;414414920;-9235229;874461;22856413;64338513
793082;-364823035;-361442082;-9280469;828821;22831607;43314116
793083;63692155;64612586;-9238144;856281;22844586;59879534
793084;233593770;226196855;-9265766;842133;22879799;47836390
793085;-439815099;-432748437;-9258180;833881;22840844;55260582
793086;361135560;355697774;-9267174;839936;22792900;52499110
793087;-120065949;-121902289;-9270400;844522;22802022;50580441
793088;-227465006;-221964475;-9235694;869572;22835148;57156177
793089;408549811;399867434;-9229060;879018;22827724;45931852
793090;-400819477;-396417561;-9264260;833676;22820283;61715938
