Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
787244;421975991;413498496;-9233344;840307;22866099;62697416
787245;-368603306;-365074158;-9267153;815940;22851089;45010743
787246;70003417;70853196;-9228795;832853;22868454;58168234
787247;228236160;220952204;-9262822;828433;22863078;49581154
787248;-438474359;-431356603;-9210333;877862;22881681;53513100
787249;364435306;358936512;-9244228;851566;22860667;54238545
787250;-126270971;-127988812;-9245747;870020;22854869;48836561
787251;-221848832;-216385796;-9249062;849288;22841979;58916181
787252;406736900;398041092;-9232004;870365;22879031;44272849
787253;-403708142;-399189550;-9243101;865958;22849792;63424089
787254;135968576;135565785;-9239061;854476;22829649;39875997
787255;168310135;161793531;-9262707;850833;22867212;67620053
787256;-417973674;-410756774;-9239675;858325;22860441;35790976
787257;394890342;388450423;-9247116;842952;22843033;71457902
787258;-190563571;-191021230;-9224947;872814;22866922;32152170
787259;-159561070;-154952238;-9234871;841984;22836906;74902596
787260;381204313;372528541;-9242432;857958;22855389;28997414
787261;-429332548;-423942391;-9260010;853077;22846438;77782596
787262;198284117;196675562;-9226888;868910;22855931;26410837
787263;103976174;98395323;-9258538;852753;22846988;80017403
787264;-387658944;-380522871;-9240298;877380;22886993;24476812
787265;415419340;408178862;-9252940;860347;22867234;81617937
787266;-250530086;-249751569;-9275332;854387;22854801;23234030
787267;-93702033;-90080320;-9222391;870263;22879347;82526702
787268;346134630;337658099;-9283571;826116;22839692;22675204
787269;-444766673;-438649463;-9242496;853209;22864729;82714090
787270;255581205;252744145;-9193642;894835;22898734;22895005
787271;36857386;32337322;-9284919;826478;22831978;82150873
787272;-348199406;-341318361;-9227212;844996;22870276;23803571
787273;425584746;417727496;-9252070;846186;22865049;80847415
787274;-304695381;-302742779;-9231257;862630;22894775;25433403
787275;-25814894;-23295168;-9244808;834572;22852706;78910668
787276;302385966;294270732;-9271180;853320;22858154;27716228
787277;-449635012;-442992179;-9247052;843110;22861640;76351837
787278;306337122;302331328;-9231884;862545;22852676;30612936
787279;-31402329;-34803029;-9264473;848913;22834005;73173192
787280;-300511611;-294130184;-9238199;856281;22845448;34043502
787281;425212706;416859208;-9256601;848533;22823372;69492505
787282;-351731861;-348634496;-9264994;836006;22823496;37953130
787283;42456221;43783001;-9213371;863991;22839287;65431227
787284;251064456;243504947;-9250124;863044;22840324;42179178
787285;-443848102;-436825015;-9218713;875170;22851178;61052800
787286;349374882;344273544;-9218244;866909;22850901;46664452
787287;-99169301;-101376119;-9259818;856768;22843968;56450436
787288;-245840512;-240074380;-9224768;851980;22867874;51310250
787289;414156509;405553254;-9254566;849216;22836108;51769527
787290;-390509397;-386400396;-9237704;865331;22846314;56021175
787291;109452548;109577493;-9239795;847129;22817254;47121262
787292;193336000;186489873;-9230092;864644;22845107;60576640
787293;-427559176;-420363652;-9231065;840516;22826137;42596006
787294;383642807;377562500;-9231112;845444;22838899;64982033
787295;-164816674;-165801868;-9249109;849395;22825203;38319948
787296;-185449484;-180498611;-9222540;859985;22845879;69102967
787297;392766216;384061960;-9236313;861559;22840298;34391415
787298;-420098338;-415050705;-9253235;836454;22826632;72832691
787299;173432780;172303773;-9240733;830446;22827729;30936772
787300;130597410;124595054;-9230954;866338;22852241;76053841
787301;-401165401;-393974510;-9232128;856243;22834449;28000264
787302;408254903;401303795;-9245964;845815;22840955;78684782
787303;-226718587;-226484087;-9265139;842969;22833096;25656025
787304;-120879010;-116870728;-9217262;856379;22845593;80728435
787305;361533269;352931537;-9250850;844428;22836795;23944793
787306;-439734532;-433918212;-9249433;852586;22838941;82074372
787307;232916224;230565888;-9229282;856452;22857066;22955511
787308;64447709;59469422;-9279424;828846;22840913;82706154
787309;-365288759;-358306069;-9243848;861610;22866764;22716407
787310;422798434;415127492;-9227584;858572;22867626;82593437
787311;-283387554;-281911577;-9248256;853111;22856878;23191641
787312;-53591748;-50616772;-9231330;854485;22834103;81769062
787313;321271718;312968477;-9243106;865049;22843788;24320081
787314;-448909589;-442472460;-9241425;858769;22842201;80241531
787315;286527825;282984174;-9227208;871338;22865378;26207304
787316;-3557030;-7442880;-9249574;854045;22866295;78042717
787317;-320824712;-314254438;-9239731;851562;22872119;28746752
787318;426663313;418487607;-9214314;884458;22877696;75219289
787319;-333487650;-330863492;-9261789;847010;22855189;31836744
787320;14716795;16528516;-9236416;882837;22865745;71844701
787321;272881975;265065659;-9256277;868774;22867426;35435925
787322;-447485862;-440589474;-9250150;843980;22846434;68039910
787323;332861585;328199940;-9236403;865378;22842423;39452313
787324;-71704691;-74406267;-9280226;854728;22814592;63846720
787325;-268870681;-262853422;-9223970;867686;22835780;43818235
787326;419908595;411374502;-9223035;877478;22858141;59354325
787327;-375784584;-372057962;-9257890;838813;22836872;48398818
787328;82387417;83031219;-9204556;879560;22887709;54735411
787329;217558016;210415069;-9264857;837683;22850713;53039581
787330;-435442026;-428293777;-9219989;857335;22863244;50061657
787331;370829120;365137911;-9224392;860646;22879530;57690496
787332;-138427942;-139908689;-9274470;855338;22837832;45438037
787333;-210657753;-205373730;-9244206;868057;22858931;62239901
787334;402756454;394054054;-9271240;843357;22839142;40987059
787335;-409172471;-404489143;-9229870;880426;22871436;66573866
787336;147804736;147187276;-9238707;858278;22851072;36815018
787337;156703104;150331554;-9234777;866099;22878455;70519334
787338;-413115660;-405912196;-9248529;833809;22824934;33065467
787339;399495611;392869248;-9237696;869166;22856221;74060586
787340;-201993250;-202248055;-9252292;866709;22850837;29796215
787341;-147617715;-143218739;-9224857;866274;22856964;77078916
787342;375432994;366759453;-9252108;844983;22822272;27024844
787343;-432921595;-427401826;-9242154;848580;22843797;79523426
787344;209307370;207457267;-9228949;855607;22840601;24897749
787345;91694314;86304034;-9257309;848921;22843490;81260791
787346;-381013213;-373930406;-9238297;854485;22843857;23482982
787347;418101546;410738124;-9225962;880836;22865305;82348966
787348;-261034338;-260054007;-9276522;845538;22850662;22768149
787349;-81247714;-77832102;-9229824;878510;22870109;82724859
787350;338722730;330275426;-9267788;844194;22836347;22760750
787351;-446447492;-440223569;-9226568;862229;22862877;82374173
787352;265513518;262438818;-9238267;854395;22844949;23490696
787353;24275417;19941789;-9241301;867886;22863982;81271697
787354;-339953092;-333185587;-9229299;863129;22860778;24954231
787355;426321655;418354432;-9238720;866969;22848622;79485111
787356;-313980241;-311819136;-9259434;856256;22839112;27067255
787357;-13164684;-10872482;-9198920;864657;22870592;77041612
787358;293522508;285489382;-9260501;840017;22875618;29793856
787359;-449302600;-442581879;-9243029;856499;22859737;74045981
787360;314966378;310725700;-9228501;867127;22882112;33091234
787361;-44015138;-47230766;-9262498;857117;22866926;70480430
787362;-290866769;-284608802;-9219174;868108;22887488;36855918
787363;423976605;415549418;-9245751;859891;22867916;66498035
787364;-359571477;-356287633;-9264042;842321;22848964;41039564
787365;54985262;56086016;-9227963;876710;22869273;62195477
787366;240827635;233379396;-9266227;850423;22854583;45465898
787367;-441595729;-434532185;-9253789;867118;22858265;57665070
787368;356411127;351113194;-9224332;873361;22858440;50073813
787369;-111512819;-113523886;-9240989;888537;22873041;52997149
787370;-235053256;-229469614;-9242346;859566;22848605;54756292
787371;410967342;402310826;-9230621;884283;22879300;48315558
787372;-396694020;-392380915;-9249211;856174;22867310;59399244
787373;121546875;121429294;-9210918;877004;22863526;43742545
787374;182089408;175386397;-9256021;841531;22830301;63865326
787375;-423357593;-416170636;-9232277;876262;22842487;39427904
787376;388977425;382712759;-9213708;882884;22887808;68065723
787377;-176550178;-177311249;-9258982;876032;22867349;35395767
787378;-173767901;-169000268;-9249548;855662;22864571;71904128
787379;387673126;379000657;-9233608;870613;22874308;31776947
787380;-424492113;-419275878;-9248593;860014;22859238;75255317
787381;184825723;183476812;-9228676;882372;22847445;28681271
787382;118599428;112806216;-9278737;847325;22829913;78069913
787383;-395244654;-388075575;-9223432;873228;22852804;26200601
787384;411736179;404650794;-9247061;858828;22829422;80239325
787385;-237650577;-237170670;-9276454;855458;22829917;24336106
787386;-108632170;-104799108;-9244667;849326;22848682;81774609
787387;354767150;346205324;-9240298;869469;22861158;23140932
787388;-442170670;-436261073;-9242244;878395;22866999;82637981
787389;243337745;240720733;-9225723;869866;22873194;22697390
787390;51976691;47150476;-9265378;859852;22863872;82715690
787391;-357699652;-350802850;-9240981;859050;22867012;22986214
787392;424298043;416526208;-9246391;852637;22853917;82063389
787393;-293189751;-291520759;-9271556;852104;22841335;23984170
787394;-40977463;-38260224;-9219861;877521;22885056;80714867
787395;312914666;304646020;-9267430;850956;22868817;25660288
787396;-449407210;-442917670;-9241902;868420;22891716;78696989
787397;295738205;291920836;-9254067;844966;22851908;28026073
787398;-16135035;-19856046;-9267805;853346;22886229;76033826
787399;-311748142;-305289152;-9270131;846882;22869794;30978995
787400;426252360;417952652;-9251822;875626;22868701;72767863
787401;-341912473;-339104733;-9281058;839189;22837188;34445192
787402;27345860;28937437;-9229452;874470;22866018;69044526
787403;263137476;255405196;-9260518;852782;22856166;38368051
787404;-446010107;-439093401;-9244049;840179;22852723;64966758
787405;340568162;335653440;-9241992;833975;22837081;42626240
787406;-84148578;-86667438;-9241856;863240;22845960;60565789
787407;-258496136;-252625083;-9232989;863901;22856170;47179613
787408;417562355;408970606;-9256584;842636;22832750;55947298
787409;-382632059;-378741081;-9251072;829239;22859473;51827246
787410;94712622;95097915;-9237742;839347;22842218;51263628
787411;206677090;199619093;-9238050;869486;22890082;56498841
787412;-432072290;-424928576;-9244595;857335;22872042;46640721
787413;376822745;370925444;-9233557;863104;22877636;61060595
787414;-150461853;-151751197;-9239074;866346;22856661;42135057
787415;-199315127;-194212497;-9213875;869303;22873305;65464669
787416;398469789;389707818;-9233774;870779;22876953;37889693
787417;-414291699;-409473228;-9237597;869721;22875490;69556313
787418;159542950;158669038;-9231185;851566;22861977;33999918
787419;144948151;138747093;-9250274;868010;22864571;73194713
787420;-407876770;-400692953;-9240192;872072;22869358;30603549
787421;403695458;396902562;-9229047;859029;22875246;76357742
787422;-213330534;-213364407;-9236206;849075;22875029;27709939
787423;-135532100;-131299310;-9237397;848268;22846105;78956411
787424;369324829;360675929;-9235221;860893;22870882;25423863
787425;-436218001;-430566886;-9229350;855125;22863172;80910353
787426;220197226;218084394;-9208465;861691;22848192;23805226
787427;79397154;74165307;-9237521;853947;22874316;82177570
787428;-374078067;-367042931;-9233489;858197;22857459;22903261
787429;420386500;412877700;-9233399;858466;22850065;82702566
787430;-271341990;-270149260;-9248691;855189;22854152;22718037
787431;-68739724;-65557149;-9212398;875456;22856085;82543513
787432;330976759;322576264;-9261004;845734;22819677;23250325
787433;-447771106;-441453440;-9221666;878417;22851042;81650888
787434;275185096;271911654;-9241416;843259;22825553;24502715
787435;11680452;7520209;-9214754;886775;22891336;80023620
787436;-331433011;-324764228;-9233450;844983;22861930;26454400
787437;426749905;418620804;-9232081;850769;22859353;77736025
787438;-322959394;-320615744;-9236565;858786;22853043;29055624
787439;-457433;1588753;-9216328;868595;22856183;74870894
787440;284308420;276340049;-9237081;847603;22857911;32190442
787441;-448676249;-441908633;-9232942;844979;22867144;71462451
787442;323225301;318778756;-9215159;858363;22863296;35820484
787443;-56607398;-59599684;-9262502;831330;22845196;67587963
787444;-281048763;-274879240;-9210560;861986;22879837;39906688
787445;422333137;413864661;-9248814;841595;22849117;63326250
787446;-367109806;-363617570;-9223607;864405;22872110;44313365
787447;67460326;68329736;-9204578;840823;22840490;58859140
787448;230379916;223047338;-9269858;813632;22823500;48877482
787449;-439010491;-431912870;-9220723;833864;22838297;54234180
787450;363136004;357638161;-9219259;830455;22873527;53538167
787451;-123754026;-125528362;-9242154;819835;22845350;49538376
787452;-224097169;-218642926;-9232921;826568;22854681;58201237
787453;407453593;398769907;-9261166;827182;22823138;44923968
787454;-402516825;-398044932;-9249553;845947;22857130;62747387
787455;133522244;133176076;-9218897;843656;22846250;40508893
787456;170648789;164090419;-9264085;807684;22837299;67028535
787457;-418953241;-411755720;-9217676;854741;22870894;36433390
787458;393918971;387468232;-9233745;852736;22857476;70930372
787459;-188178001;-188718528;-9253115;852300;22863125;32697186
787460;-161982336;-157392802;-9208785;861836;22870404;74427810
787461;382335048;373635379;-9226803;861986;22848089;29443554
787462;-428516236;-423184486;-9260078;810043;22829512;77393715
787463;196031829;194436373;-9201015;865437;22873979;26791658
787464;106478353;100846711;-9267707;836910;22835443;79765832
787465;-388938193;-381831667;-9199897;875776;22869056;24755502
787466;414875507;407634961;-9258086;820697;22814455;81439364
787467;-248314538;-247637243;-9229256;864123;22837772;23402525
787468;-96186858;-92585088;-9229986;846144;22825728;82429491
787469;347669879;339122939;-9225173;858094;22850269;22712610
787470;-444330274;-438279560;-9245056;838771;22818457;82707276
787471;253542745;250696221;-9209322;866483;22853132;22783057
787472;39459933;34847005;-9250867;835758;22837324;82266606
787473;-349777309;-342946069;-9216396;849220;22841271;23624149
787474;425419374;417539933;-9238301;843946;22828066;81094395
787475;-302775918;-300877806;-9235596;851229;22834124;25139899
787476;-28373917;-25842615;-9234811;832746;22815500;79234201
787477;304205111;296066380;-9232029;855795;22852330;27303266
787478;-449624281;-443010769;-9259801;824448;22821806;76757610
787479;304575244;300578321;-9206178;872733;22876868;30130611
787480;-28806860;-32288507;-9251801;846963;22834410;73677734
787481;-302421205;-296031022;-9199859;868253;22872563;33493085
